,star_id,id,observation_id,ra,dec,instrument,counts,iodine_in,bjd,obs_type
1034,HD 156141,1419987,cfr.096,17.155258,71.876667,APF,30600000,t,2459183.76976639,RV
1035,HD 156141,1420119,cft.664,17.155258,71.876667,APF,430000000,t,2459186.01153639,RV
1036,HD 156141,1420249,cfv.418,17.155258,71.876667,APF,244000000,t,2459188.01420539,RV
1037,HD 156141,1420956,cfx.129,17.155258,71.876667,APF,542000000,t,2459190.08007039,RV
1038,HD 156141,1420657,cfz.601,17.155258,71.876667,APF,173000000,t,2459192.0862804,RV
1039,HD 156141,1420791,cge.160,17.155258,71.876667,APF,19700000,t,2459196.8967384,RV
1040,HD 156141,1420865,cgl.101,17.155258,71.876667,APF,542000000,t,2459203.87712741,RV
1041,HD 156141,1421510,chf.312,17.155258,71.876667,APF,433000000,t,2459223.91794943,RV
1042,HD 156141,1421579,chh.105,17.155258,71.876667,APF,452000000,t,2459225.93241243,RV
1043,HD 156141,1421682,chk.122,17.155258,71.876667,APF,239000000,t,2459229.09579943,RV
1044,HD 156141,1421720,chl.501,17.155258,71.876667,APF,161000000,t,2459229.80006043,RV
1045,HD 156141,1421838,cho.283,17.155258,71.876667,APF,513000000,t,2459232.60871144,RV
1046,HD 156141,1421896,chq.698,17.155258,71.876667,APF,457000000,t,2459234.80900344,RV
1047,HD 156141,1421937,chs.297,17.155258,71.876667,APF,157000000,t,2459236.83356444,RV
1048,HD 156141,1422175,cij.517,17.155258,71.876667,APF,211000000,t,2459254.08018545,RV
1049,HD 156141,1422255,cis.694,17.155258,71.876667,APF,502000000,t,2459262.90877345,RV
1050,HD 156141,1422405,j401.219,17.155258,71.876667,HIRES,250248,t,2459268.17198654,RV
1051,HD 156141,1422443,ciy.098,17.155258,71.876667,APF,87700000,t,2459268.88259546,RV
1052,HD 156141,1422511,j401.446,17.155258,71.876667,HIRES,250240,t,2459269.17578858,RV
1053,HD 156141,1422560,ciz.299,17.155258,71.876667,APF,487000000,t,2459269.82183746,RV
1054,HD 156141,1422726,cjb.711,17.155258,71.876667,APF,392000000,t,2459272.02705446,RV
1055,HD 156141,1422781,cje.603,17.155258,71.876667,APF,541000000,t,2459274.84842446,RV
1056,HD 156141,1422850,cjr.299,17.155258,71.876667,APF,254000000,t,2459287.86566946,RV
1057,HD 156141,1422910,cjz.303,17.155258,71.876667,APF,303000000,t,2459295.84657746,RV
1058,HD 156141,1422880,j404.83,17.155258,71.876667,HIRES,250744,t,2459296.16173653,RV
1059,HD 156141,1423019,cke.489,17.155258,71.876667,APF,383000000,t,2459300.78359846,RV
1060,HD 156141,1423114,ckg.094,17.155258,71.876667,APF,354000000,t,2459302.82194446,RV
1061,HD 156141,1423141,cki.495,17.155258,71.876667,APF,400000000,t,2459304.89818346,RV
1062,HD 156141,1423157,ckk.086,17.155258,71.876667,APF,540000000,t,2459306.90424946,RV
1063,HD 156141,1423173,ckm.485,17.155258,71.876667,APF,541000000,t,2459308.90485246,RV
1064,HD 156141,1423226,cks.034,17.155258,71.876667,APF,541000000,t,2459314.85127746,RV
1065,HD 156141,1423283,cku.494,17.155258,71.876667,APF,485000000,t,2459316.87194846,RV
1066,HD 156141,1423333,ckw.100,17.155258,71.876667,APF,469000000,t,2459318.87742246,RV
1067,HD 156141,1423395,cky.597,17.155258,71.876667,APF,446000000,t,2459320.87905445,RV
1068,HD 156141,1423431,cla.100,17.155258,71.876667,APF,419000000,t,2459322.88589445,RV
1069,HD 156141,1423482,clc.499,17.155258,71.876667,APF,298000000,t,2459324.88706245,RV
1070,HD 156141,1423511,cle.099,17.155258,71.876667,APF,304000000,t,2459326.91805645,RV
1071,HD 156141,1423559,clg.511,17.155258,71.876667,APF,256000000,t,2459328.92395845,RV
1072,HD 156141,1423583,clj.295,17.155258,71.876667,APF,229000000,t,2459331.86548645,RV
1073,HD 156141,1423644,cll.703,17.155258,71.876667,APF,191000000,t,2459333.87188645,RV
1074,HD 156141,1423700,cln.394,17.155258,71.876667,APF,115000000,t,2459335.88247545,RV
1075,HD 156141,1423765,clp.805,17.155258,71.876667,APF,245000000,t,2459337.90277544,RV
1076,HD 156141,1423845,cls.499,17.155258,71.876667,APF,435000000,t,2459340.82134144,RV
1077,HD 156141,1423887,clu.096,17.155258,71.876667,APF,227000000,t,2459342.84195444,RV
1078,HD 156141,1423914,clv.291,17.155258,71.876667,APF,293000000,t,2459343.77259144,RV
1079,HD 156141,1423969,clx.624,17.155258,71.876667,APF,361000000,t,2459345.78201244,RV
1080,HD 156141,1424029,clz.388,17.155258,71.876667,APF,448000000,t,2459347.82230244,RV
1081,HD 156141,1424096,cmb.092,17.155258,71.876667,APF,503000000,t,2459349.84133044,RV
1082,HD 156141,1424161,cme.686,17.155258,71.876667,APF,530000000,t,2459352.74499043,RV
1083,HD 156141,1424272,j409.323,17.155258,71.876667,HIRES,250244,t,2459354.95248921,RV
1084,HD 156141,1424470,cml.487,17.155258,71.876667,APF,312000000,t,2459359.78534343,RV
1085,HD 156141,1424497,cmm.685,17.155258,71.876667,APF,455000000,t,2459360.73419943,RV
1086,HD 156141,1424691,cmp.502,17.155258,71.876667,APF,308000000,t,2459363.84542942,RV
1087,HD 156141,1424715,cmq.694,17.155258,71.876667,APF,232000000,t,2459364.80303542,RV
1088,HD 156141,1424767,cmr.096,17.155258,71.876667,APF,346000000,t,2459365.84062942,RV
1089,HD 156141,1424793,cms.286,17.155258,71.876667,APF,331000000,t,2459366.78580542,RV
1090,HD 156141,1424893,cmt.490,17.155258,71.876667,APF,507000000,t,2459367.80739342,RV
1091,HD 156141,1424989,j413.520,17.155258,71.876667,HIRES,-1,t,2459367.96715995,RV
1092,HD 156141,1425046,cmu.795,17.155258,71.876667,APF,540000000,t,2459368.83340242,RV
1093,HD 156141,1425101,j413.724,17.155258,71.876667,HIRES,-1,t,2459368.86252253,RV
1094,HD 156141,1425172,cmv.091,17.155258,71.876667,APF,365000000,t,2459369.77592842,RV
1095,HD 156141,1425214,cmw.286,17.155258,71.876667,APF,387000000,t,2459370.77367342,RV
1096,HD 156141,1425349,cmx.495,17.155258,71.876667,APF,474000000,t,2459371.80673141,RV
1097,HD 156141,1425261,cmy.795,17.155258,71.876667,APF,259000000,t,2459372.83401341,RV
1098,HD 156141,1425324,cmz.084,17.155258,71.876667,APF,509000000,t,2459373.73740841,RV
1099,HD 156141,1425371,cna.283,17.155258,71.876667,APF,507000000,t,2459374.84816341,RV
1100,HD 156141,1425688,cnc.703,17.155258,71.876667,APF,302000000,t,2459376.87467341,RV
1101,HD 156141,1425551,cnd.094,17.155258,71.876667,APF,6680000,t,2459377.80776841,RV
1102,HD 156141,1425519,j415.305,17.155258,71.876667,HIRES,250504,t,2459378.11592564,RV
1103,HD 156141,1425584,j415.493,17.155258,71.876667,HIRES,250768,t,2459378.89758541,RV
1104,HD 156141,1425750,cne.306,17.155258,71.876667,APF,536000000,t,2459378.94406641,RV
1105,HD 156141,1425763,cnf.491,17.155258,71.876667,APF,60100000,t,2459379.77613141,RV
1106,HD 156141,1425656,j415.695,17.155258,71.876667,HIRES,250684,t,2459380.04971729,RV
1107,HD 156141,1425790,cng.687,17.155258,71.876667,APF,503000000,t,2459380.7597354,RV
1108,HD 156141,1425804,cnh.087,17.155258,71.876667,APF,133000000,t,2459381.8027944,RV
1109,HD 156141,1425727,j416.72,17.155258,71.876667,HIRES,137292,t,2459382.02827917,RV
1110,HD 156141,1425850,cni.291,17.155258,71.876667,APF,330000000,t,2459382.7823824,RV
1111,HD 156141,1425909,cnj.492,17.155258,71.876667,APF,238000000,t,2459383.8030114,RV
1112,HD 156141,1425992,cnk.195,17.155258,71.876667,APF,329000000,t,2459384.7977494,RV
1113,HD 156141,1426016,cnl.393,17.155258,71.876667,APF,524000000,t,2459385.8014814,RV
1114,HD 156141,1426111,j416.888,17.155258,71.876667,HIRES,250680,t,2459386.86168184,RV
1115,HD 156141,1426135,cnn.786,17.155258,71.876667,APF,515000000,t,2459387.7970234,RV
1116,HD 156141,1426182,j416.1075,17.155258,71.876667,HIRES,152668,t,2459387.82686143,RV
1117,HD 156141,1426221,cno.092,17.155258,71.876667,APF,538000000,t,2459388.76804639,RV
1118,HD 156141,1426274,j416.1289,17.155258,71.876667,HIRES,250676,t,2459388.90863644,RV
1119,HD 156141,1426389,cnp.295,17.155258,71.876667,APF,246000000,t,2459389.82389639,RV
1120,HD 156141,1426342,j416.1494,17.155258,71.876667,HIRES,250556,t,2459389.89719522,RV
1121,HD 156141,1426414,cnq.495,17.155258,71.876667,APF,396000000,t,2459390.80070739,RV
1122,HD 156141,1426439,cnr.694,17.155258,71.876667,APF,293000000,t,2459391.80013439,RV
1123,HD 156141,1426465,cns.095,17.155258,71.876667,APF,271000000,t,2459392.80754739,RV
1124,HD 156141,1426488,cnt.291,17.155258,71.876667,APF,376000000,t,2459393.76756539,RV
1125,HD 156141,1426565,cnu.492,17.155258,71.876667,APF,541000000,t,2459394.77596339,RV
1126,HD 156141,1426677,cnv.691,17.155258,71.876667,APF,426000000,t,2459395.77380439,RV
1127,HD 156141,1426710,cnw.099,17.155258,71.876667,APF,243000000,t,2459396.84831338,RV
1128,HD 156141,1426732,cnx.295,17.155258,71.876667,APF,523000000,t,2459397.79349338,RV
1129,HD 156141,1426803,cny.495,17.155258,71.876667,APF,484000000,t,2459398.78961138,RV
1130,HD 156141,1426830,cnz.693,17.155258,71.876667,APF,419000000,t,2459399.78664438,RV
1131,HD 156141,1426865,j419.95,17.155258,71.876667,HIRES,250056,t,2459399.88229189,RV
1132,HD 156141,1426957,cob.292,17.155258,71.876667,APF,482000000,t,2459401.75656638,RV
1133,HD 156141,1426956,coc.493,17.155258,71.876667,APF,430000000,t,2459402.78006938,RV
1134,HD 156141,1427006,coe.791,17.155258,71.876667,APF,358000000,t,2459404.77799037,RV
1135,HD 156141,1427038,j420.69,17.155258,71.876667,HIRES,250200,t,2459404.99813956,RV
1136,HD 156141,1427105,cof.090,17.155258,71.876667,APF,478000000,t,2459405.77371537,RV
1137,HD 156141,1427128,cog.286,17.155258,71.876667,APF,368000000,t,2459406.75439537,RV
1138,HD 156141,1427175,j420.396,17.155258,71.876667,HIRES,250168,t,2459406.91761225,RV
1139,HD 156141,1427229,coh.490,17.155258,71.876667,APF,1110000,t,2459407.76498237,RV
1140,HD 156141,1427329,coi.690,17.155258,71.876667,APF,464000000,t,2459408.77335937,RV
1141,HD 156141,1427295,j420.766,17.155258,71.876667,HIRES,250264,t,2459408.98291922,RV
1142,HD 156141,1427378,j420.865,17.155258,71.876667,HIRES,250044,t,2459409.97989561,RV
1143,HD 156141,1427496,col.692,17.155258,71.876667,APF,522000000,t,2459411.76371136,RV
1144,HD 156141,1427554,j421.108,17.155258,71.876667,HIRES,250292,t,2459412.02640686,RV
1145,HD 156141,1427584,com.091,17.155258,71.876667,APF,475000000,t,2459412.76716936,RV
1146,HD 156141,1427608,j421.277,17.155258,71.876667,HIRES,250292,t,2459412.97706496,RV
1147,HD 156141,1427626,con.290,17.155258,71.876667,APF,404000000,t,2459413.77393836,RV
1148,HD 156141,1427653,j421.371,17.155258,71.876667,HIRES,250628,t,2459413.95589418,RV
1149,HD 156141,1427684,coo.492,17.155258,71.876667,APF,84800000,t,2459414.76524436,RV
1150,HD 156141,1427715,j421.565,17.155258,71.876667,HIRES,141960,t,2459414.99617047,RV
1151,HD 156141,1427803,cop.691,17.155258,71.876667,APF,495000000,t,2459415.76890036,RV
1152,HD 156141,1427846,coq.090,17.155258,71.876667,APF,292000000,t,2459416.74959336,RV
1153,HD 156141,1427915,cor.292,17.155258,71.876667,APF,462000000,t,2459417.79134035,RV
1154,HD 156141,1428041,cos.485,17.155258,71.876667,APF,447000000,t,2459418.75716135,RV
1155,HD 156141,1428066,cot.690,17.155258,71.876667,APF,481000000,t,2459419.76935935,RV
1156,HD 156141,1428104,cou.091,17.155258,71.876667,APF,435000000,t,2459420.75978735,RV
1157,HD 156141,1428139,j421.1387,17.155258,71.876667,HIRES,250560,t,2459420.85614198,RV
1158,HD 156141,1428175,cov.290,17.155258,71.876667,APF,439000000,t,2459421.76175435,RV
1159,HD 156141,1428209,j422.169,17.155258,71.876667,HIRES,250424,t,2459422.91974063,RV
1160,HD 156141,1428245,coy.090,17.155258,71.876667,APF,482000000,t,2459424.75066734,RV
1161,HD 156141,1428264,coz.290,17.155258,71.876667,APF,482000000,t,2459425.81772834,RV
1162,HD 156141,1428289,cpa.494,17.155258,71.876667,APF,66000000,t,2459426.84890934,RV
1163,HD 156141,1428347,cpb.693,17.155258,71.876667,APF,459000000,t,2459427.76313434,RV
1164,HD 156141,1428585,j424.83,17.155258,71.876667,HIRES,250024,t,2459435.81673677,RV
1165,HD 156141,1428758,j425.172,17.155258,71.876667,HIRES,250028,t,2459441.90748629,RV
1166,HD 156141,1428856,j426.89,17.155258,71.876667,HIRES,250296,t,2459443.86894012,RV
1167,HD 156141,1429139,j427.290,17.155258,71.876667,HIRES,250024,t,2459449.86768448,RV
1168,HD 156141,1429196,j427.484,17.155258,71.876667,HIRES,250720,t,2459450.88139291,RV
1169,HD 156141,1429271,j427.694,17.155258,71.876667,HIRES,250284,t,2459451.88369047,RV
1170,HD 156141,1429314,j427.880,17.155258,71.876667,HIRES,250048,t,2459452.83980695,RV
1171,HD 156141,1429412,j428.73,17.155258,71.876667,HIRES,250236,t,2459455.73465051,RV
1172,HD 156141,1429473,j428.291,17.155258,71.876667,HIRES,250508,t,2459456.84881362,RV
1173,HD 156141,1429864,cql.725,17.155258,71.876667,APF,217000000,t,2459464.00617928,RV
1174,HD 156141,1430178,cqn.413,17.155258,71.876667,APF,237000000,t,2459465.93423828,RV
1175,HD 156141,1429926,cqq.318,17.155258,71.876667,APF,160000000,t,2459468.97921627,RV
1176,HD 156141,1429969,j429.170,17.155258,71.876667,HIRES,250104,t,2459470.72176655,RV
1177,HD 156141,1429836,cqs.112,17.155258,71.876667,APF,279000000,t,2459470.90827227,RV
1178,HD 156141,1430037,j429.264,17.155258,71.876667,HIRES,251048,t,2459471.71429825,RV
1179,HD 156141,1430011,cqt.419,17.155258,71.876667,APF,290000000,t,2459471.97063126,RV
1180,HD 156141,1430348,j429.774,17.155258,71.876667,HIRES,223024,t,2459474.80221914,RV
1181,HD 156141,1430408,j429.864,17.155258,71.876667,HIRES,250672,t,2459475.71105862,RV
1182,HD 156141,1430440,j429.965,17.155258,71.876667,HIRES,250024,t,2459476.70956403,RV
1183,HD 156141,1430662,j431.272,17.155258,71.876667,HIRES,250204,t,2459482.79346595,RV
1184,HD 156141,1430891,crj.097,17.155258,71.876667,APF,365000000,t,2459487.95595123,RV
1185,HD 156141,1430938,j432.73,17.155258,71.876667,HIRES,250512,t,2459489.75415347,RV
1186,HD 156141,1431215,j433.131,17.155258,71.876667,HIRES,250752,t,2459498.71625639,RV
1187,HD 156141,1431186,cru.115,17.155258,71.876667,APF,460000000,t,2459498.86555221,RV
1188,HD 156141,1431264,crx.799,17.155258,71.876667,APF,168000000,t,2459501.91213821,RV
1189,HD 156141,1431467,j434.364,17.155258,71.876667,HIRES,250064,t,2459504.75703318,RV
1190,HD 156141,1431500,j435.75,17.155258,71.876667,HIRES,250800,t,2459506.70788939,RV
1191,HD 156141,1431542,j436.72,17.155258,71.876667,HIRES,250544,t,2459508.69794816,RV
1192,HD 156141,1431718,j438.71,17.155258,71.876667,HIRES,250752,t,2459513.71729148,RV
1193,HD 156141,1431873,j439.67,17.155258,71.876667,HIRES,250364,t,2459516.69404039,RV
1194,HD 156141,1431930,csn.820,17.155258,71.876667,APF,218000000,t,2459517.81940118,RV
1195,HD 156141,1431962,cso.105,17.155258,71.876667,APF,542000000,t,2459519.00780617,RV
1196,HD 156141,1432121,csu.606,17.155258,71.876667,APF,95700000,t,2459524.79727416,RV
1197,HD 156141,1432188,csw.104,17.155258,71.876667,APF,353000000,t,2459526.74598916,RV
1198,HD 156141,1432334,cta.812,17.155258,71.876667,APF,228000000,t,2459530.82293515,RV
1199,HD 156141,1432401,ctb.111,17.155258,71.876667,APF,291000000,t,2459531.83712515,RV
1200,HD 156141,1432445,ctc.416,17.155258,71.876667,APF,307000000,t,2459533.00092314,RV
1201,HD 156141,1432484,ctd.707,17.155258,71.876667,APF,41300000,t,2459533.77096714,RV
1202,HD 156141,1432540,ctf.315,17.155258,71.876667,APF,279000000,t,2459535.97033214,RV
1203,HD 156141,1432596,ctg.611,17.155258,71.876667,APF,227000000,t,2459536.78678814,RV
1204,HD 156141,1432819,ctk.810,17.155258,71.876667,APF,238000000,t,2459540.78067513,RV
1205,HD 156141,1432909,j442.268,17.155258,71.876667,HIRES,250468,t,2459541.6867259,RV
1206,HD 156141,1432862,ctl.116,17.155258,71.876667,APF,542000000,t,2459541.95993512,RV
1207,HD 156141,1433009,j442.468,17.155258,71.876667,HIRES,250188,t,2459542.68861168,RV
1208,HD 156141,1433114,j442.673,17.155258,71.876667,HIRES,250536,t,2459543.68565932,RV
1209,HD 156141,1433077,ctn.619,17.155258,71.876667,APF,181000000,t,2459543.95719012,RV
1210,HD 156141,1433373,ctp.390,17.155258,71.876667,APF,138000000,t,2459545.78925812,RV
1211,HD 156141,1433497,ctq.601,17.155258,71.876667,APF,188000000,t,2459546.74908311,RV
1212,HD 156141,1433544,ctr.110,17.155258,71.876667,APF,366000000,t,2459547.76975311,RV
1213,HD 156141,1433655,cts.397,17.155258,71.876667,APF,351000000,t,2459548.73092011,RV
1214,HD 156141,1433686,ctt.699,17.155258,71.876667,APF,485000000,t,2459549.93044611,RV
1215,HD 156141,1433724,ctu.102,17.155258,71.876667,APF,285000000,t,2459550.77139211,RV
1216,HD 156141,1433780,ctv.391,17.155258,71.876667,APF,298000000,t,2459551.6146641,RV
1217,HD 156141,1433839,ctw.693,17.155258,71.876667,APF,382000000,t,2459552.6637251,RV
1218,HD 156141,1433862,ctx.088,17.155258,71.876667,APF,324000000,t,2459553.6122291,RV
1219,HD 156141,1433981,cue.798,17.155258,71.876667,APF,350000000,t,2459560.70367008,RV
1220,HD 156141,1434111,cuk.317,17.155258,71.876667,APF,388000000,t,2459567.05180007,RV
1221,HD 156141,1434156,cul.611,17.155258,71.876667,APF,528000000,t,2459567.89781307,RV
1222,HD 156141,1434865,cvl.085,17.155258,71.876667,APF,84100000,t,2459593.82048501,RV
1223,HD 156141,1434915,cvm.304,17.155258,71.876667,APF,124000000,t,2459594.801946,RV
1224,HD 156141,1435009,cvo.085,17.155258,71.876667,APF,215000,t,2459596.864184,RV
1225,HD 156141,1435460,cvp.295,17.155258,71.876667,APF,532000000,t,2459597.817252,RV
1226,HD 156141,1435077,cvr.796,17.155258,71.876667,APF,341000000,t,2459600.08415299,RV
1227,HD 156141,1435135,cvs.140,17.155258,71.876667,APF,478000000,t,2459601.06855199,RV
1228,HD 156141,1435160,cvu.585,17.155258,71.876667,APF,540000000,t,2459602.62692098,RV
1229,HD 156141,1435318,cvw.098,17.155258,71.876667,APF,269000000,t,2459604.80802098,RV
1230,HD 156141,1435364,cvx.417,17.155258,71.876667,APF,251000000,t,2459606.05854197,RV
1231,HD 156141,1435418,cvy.705,17.155258,71.876667,APF,538000000,t,2459606.76793897,RV
1232,HD 156141,1435546,cvz.115,17.155258,71.876667,APF,124000000,t,2459608.05000997,RV
1233,HD 156141,1435590,cwa.338,17.155258,71.876667,APF,276000000,t,2459608.79240597,RV
1234,HD 156141,1435625,cwb.587,17.155258,71.876667,APF,178000000,t,2459609.61713897,RV
1235,HD 156141,1435670,cwc.116,17.155258,71.876667,APF,82500000,t,2459611.04197496,RV
1236,HD 156141,1435846,cwj.094,17.155258,71.876667,APF,233000000,t,2459617.75466894,RV
1237,HD 156141,1435878,cwk.399,17.155258,71.876667,APF,405000000,t,2459618.86324194,RV
1238,HD 156141,1435904,cwl.595,17.155258,71.876667,APF,331000000,t,2459619.96460494,RV
1239,HD 156141,1436101,cwp.694,17.155258,71.876667,APF,221000000,t,2459623.72769293,RV
1240,HD 156141,1436396,cww.717,17.155258,71.876667,APF,272000000,t,2459631.07606091,RV
1241,HD 156141,1436463,j452.146,17.155258,71.876667,HIRES,250292,t,2459632.12447047,RV
1242,HD 156141,1688780,cxf.813,17.155258,71.876667,APF,308000000,t,2459639.89080988,RV
1243,HD 156141,1436709,cxg.243,17.155258,71.876667,APF,231000000,t,2459640.98988788,RV
1244,HD 156141,1436755,cxh.602,17.155258,71.876667,APF,61600000,t,2459641.94464888,RV
1245,HD 156141,1441909,cxm.123,17.155258,71.876667,APF,306000000,t,2459647.02975986,RV
1246,HD 156141,1444004,cxo.693,17.155258,71.876667,APF,520000000,t,2459648.84253486,RV
1247,HD 156141,1445042,cxp.094,17.155258,71.876667,APF,541000000,t,2459649.95689985,RV
1248,HD 156141,1450329,cxu.288,17.155258,71.876667,APF,510000000,t,2459654.92796684,RV
1249,HD 156141,1450375,j454.139,17.155258,71.876667,HIRES,250772,t,2459655.16632142,RV
1250,HD 156141,1451471,cxv.516,17.155258,71.876667,APF,14800000,t,2459656.05841984,RV
1251,HD 156141,1452523,cxw.696,17.155258,71.876667,APF,309000000,t,2459656.89117783,RV
1252,HD 156141,1452575,j455.99,17.155258,71.876667,HIRES,250848,t,2459657.06571354,RV
1253,HD 156141,1453630,cxx.093,17.155258,71.876667,APF,9330000,t,2459657.91014983,RV
1254,HD 156141,1456751,j456.123,17.155258,71.876667,HIRES,250124,t,2459661.16031454,RV
1255,HD 156141,1457871,j456.316,17.155258,71.876667,HIRES,250340,t,2459662.15558252,RV
1256,HD 156141,1460041,cyd.496,17.155258,71.876667,APF,471000000,t,2459663.91761281,RV
1257,HD 156141,1466390,cyl.296,17.155258,71.876667,APF,331000000,t,2459671.88871978,RV
1258,HD 156141,1466426,j457.102,17.155258,71.876667,HIRES,250584,t,2459672.15486229,RV
1259,HD 156141,1467504,cym.488,17.155258,71.876667,APF,48300000,t,2459672.85538678,RV
1260,HD 156141,1468567,cyn.698,17.155258,71.876667,APF,935000000,t,2459673.88213478,RV
1261,HD 156141,1469655,cyo.029,17.155258,71.876667,APF,513000000,t,2459674.86705477,RV
1262,HD 156141,1470731,cyp.305,17.155258,71.876667,APF,410000000,t,2459675.86405677,RV
1263,HD 156141,1472904,cyr.692,17.155258,71.876667,APF,354000000,t,2459677.87461276,RV
1264,HD 156141,1473977,cys.093,17.155258,71.876667,APF,376000000,t,2459678.87470576,RV
1265,HD 156141,1476142,cyu.492,17.155258,71.876667,APF,541000000,t,2459680.84671975,RV
1266,HD 156141,1476114,j458.187,17.155258,71.876667,HIRES,192640,t,2459681.11373047,RV
1267,HD 156141,1482553,cza.384,17.155258,71.876667,APF,320000000,t,2459686.92065273,RV
1268,HD 156141,1485817,czd.289,17.155258,71.876667,APF,273000000,t,2459689.92226072,RV
1269,HD 156141,1490113,czh.293,17.155258,71.876667,APF,225000000,t,2459693.88317471,RV
1270,HD 156141,1491286,czi.490,17.155258,71.876667,APF,303000000,t,2459694.8161957,RV
1271,HD 156141,1492349,czj.789,17.155258,71.876667,APF,127000000,t,2459695.9085557,RV
1272,HD 156141,1493436,czk.088,17.155258,71.876667,APF,540000000,t,2459696.8121907,RV
1273,HD 156141,1494504,czl.290,17.155258,71.876667,APF,11200000,t,2459697.81156569,RV
1274,HD 156141,1495579,czm.496,17.155258,71.876667,APF,379000000,t,2459698.94930669,RV
1275,HD 156141,1497759,czo.085,17.155258,71.876667,APF,512000000,t,2459700.79152968,RV
1276,HD 156141,1498860,czp.290,17.155258,71.876667,APF,320000000,t,2459701.84158668,RV
1277,HD 156141,1501011,czr.490,17.155258,71.876667,APF,297000000,t,2459703.85011667,RV
1278,HD 156141,1502101,czt.085,17.155258,71.876667,APF,418000000,t,2459705.92253466,RV
1279,HD 156141,1506376,j463.84,17.155258,71.876667,HIRES,250596,t,2459710.12760108,RV
1280,HD 156141,1507766,czz.492,17.155258,71.876667,APF,541000000,t,2459711.85100764,RV
1281,HD 156141,1510371,dab.092,17.155258,71.876667,APF,397000000,t,2459713.86673663,RV
1282,HD 156141,1511452,dac.307,17.155258,71.876667,APF,419000000,t,2459714.98311363,RV
1283,HD 156141,1512541,dad.489,17.155258,71.876667,APF,441000000,t,2459715.83194663,RV
1284,HD 156141,1512743,dae.690,17.155258,71.876667,APF,215000000,t,2459716.86258262,RV
1285,HD 156141,1540274,dag.288,17.155258,71.876667,APF,367000000,t,2459718.87957461,RV
1286,HD 156141,1540275,dah.491,17.155258,71.876667,APF,229000000,t,2459719.84275861,RV
1287,HD 156141,1540276,dai.689,17.155258,71.876667,APF,290000000,t,2459720.82576861,RV
1288,HD 156141,1540277,dak.291,17.155258,71.876667,APF,388000000,t,2459722.8521016,RV
1289,HD 156141,1540278,dal.489,17.155258,71.876667,APF,266000000,t,2459723.82506559,RV
1290,HD 156141,1540279,dam.789,17.155258,71.876667,APF,344000000,t,2459724.84077259,RV
1291,HD 156141,1540280,dan.089,17.155258,71.876667,APF,347000000,t,2459725.83501059,RV
1292,HD 156141,1540281,dar.089,17.155258,71.876667,APF,541000000,t,2459729.82718057,RV
1293,HD 156141,1540282,dat.287,17.155258,71.876667,APF,326000000,t,2459731.80988156,RV
1294,HD 156141,1540283,dau.589,17.155258,71.876667,APF,541000000,t,2459732.81907256,RV
1295,HD 156141,1540284,dav.744,17.155258,71.876667,APF,212000000,t,2459733.84224655,RV
1296,HD 156141,1543905,daz.689,17.155258,71.876667,APF,232000000,t,2459737.81867954,RV
1297,HD 156141,1545201,dba.088,17.155258,71.876667,APF,288000000,t,2459738.81158753,RV
1298,HD 156141,1545146,j469.293,17.155258,71.876667,HIRES,250540,t,2459738.9325591,RV
1299,HD 156141,1545225,dbb.290,17.155258,71.876667,APF,452000000,t,2459739.85426353,RV
1300,HD 156141,1545351,j469.696,17.155258,71.876667,HIRES,250960,t,2459740.90631518,RV
1301,HD 156141,1545448,dbd.688,17.155258,71.876667,APF,230000000,t,2459741.79667752,RV
1302,HD 156141,1545534,dbe.048,17.155258,71.876667,APF,233000000,t,2459742.80891452,RV
1303,HD 156141,1545581,dbf.282,17.155258,71.876667,APF,541000000,t,2459743.85962451,RV
1304,HD 156141,1545590,dbg.489,17.155258,71.876667,APF,241000000,t,2459744.82504451,RV
1305,HD 156141,1545724,dbh.692,17.155258,71.876667,APF,383000000,t,2459745.8718885,RV
1306,HD 156141,1545753,dbi.089,17.155258,71.876667,APF,331000000,t,2459746.8314645,RV
1307,HD 156141,1545912,dbl.689,17.155258,71.876667,APF,356000000,t,2459749.80816749,RV
1308,HD 156141,1545990,dbm.087,17.155258,71.876667,APF,408000000,t,2459750.79832248,RV
1309,HD 156141,1546043,dbo.586,17.155258,71.876667,APF,282000000,t,2459752.79255647,RV
1310,HD 156141,1546064,dbp.783,17.155258,71.876667,APF,276000000,t,2459753.79669347,RV
1311,HD 156141,1546101,dbq.086,17.155258,71.876667,APF,344000000,t,2459754.80064546,RV
1312,HD 156141,1546136,dbr.388,17.155258,71.876667,APF,350000000,t,2459755.80224746,RV
1313,HD 156141,1675901,dbs.686,17.155258,71.876667,APF,269000000,t,2459756.79799446,RV
1314,HD 156141,1546194,dbt.086,17.155258,71.876667,APF,169000000,t,2459757.77426145,RV
1315,HD 156141,1546497,dbu.309,17.155258,71.876667,APF,320000000,t,2459758.90010045,RV
1316,HD 156141,1546437,dbv.501,17.155258,71.876667,APF,242000000,t,2459759.79800044,RV
1317,HD 156141,1546270,dbw.796,17.155258,71.876667,APF,308000000,t,2459760.78858544,RV
1318,HD 156141,1546290,dbx.089,17.155258,71.876667,APF,380000000,t,2459761.79342943,RV
1319,HD 156141,1546316,dby.296,17.155258,71.876667,APF,421000000,t,2459762.80393343,RV
1320,HD 156141,1546356,dbz.500,17.155258,71.876667,APF,542000000,t,2459763.79002842,RV
