star_id,id,observation_id,ra,dec,instrument,counts,iodine_in,bjd
135694,1426012,cnl.399,15.191464,71.84075,apf,354000000,t,2459385.90834751
135694,1425947,j416.490,15.191464,71.84075,hires_j,130816,t,2459384.90018578
135694,1425880,j416.279,15.191464,71.84075,hires_j,250288,t,2459383.96904846
135694,1425762,cnf.490,15.191464,71.84075,apf,541000000,t,2459379.76405851
135694,1425723,j416.64,15.191464,71.84075,hires_j,215684,t,2459381.96139471
135694,1425581,j415.490,15.191464,71.84075,hires_j,250080,t,2459378.87513213
135694,1425463,j415.111,15.191464,71.84075,hires_j,250112,t,2459377.05487246
135694,1425462,j415.89,15.191464,71.84075,hires_j,250580,t,2459376.86298992
135694,1425098,j413.696,15.191464,71.84075,hires_j,-1,t,2459368.7750921
135694,1425040,cmu.798,15.191464,71.84075,apf,400000000,t,2459368.8803675
135694,1424986,j413.517,15.191464,71.84075,hires_j,-1,t,2459367.96109607
135694,1424685,cmp.504,15.191464,71.84075,apf,323000000,t,2459363.8760355
135694,1424524,j411.107,15.191464,71.84075,hires_j,250992,t,2459361.92522805
135694,1424371,cmi.689,15.191464,71.84075,apf,253000000,t,2459356.78673749
135694,1424186,j409.85,15.191464,71.84075,hires_j,250176,t,2459353.84565614
135694,1422935,j404.177,15.191464,71.84075,hires_j,250360,t,2459297.03811652
135694,1422684,j402.126,15.191464,71.84075,hires_j,250332,t,2459272.03583332
135694,1418939,j389.1871,15.191464,71.84075,hires_j,250064,t,2459123.72717452
135694,1418854,j389.1671,15.191464,71.84075,hires_j,250484,t,2459122.72951617
135694,1418761,j389.1474,15.191464,71.84075,hires_j,125336,t,2459121.71840888
135694,1418679,j389.1268,15.191464,71.84075,hires_j,250208,t,2459120.72545025
135694,1418317,j389.261,15.191464,71.84075,hires_j,250452,t,2459115.73301255
135694,1418235,j389.77,15.191464,71.84075,hires_j,250412,t,2459114.74301898
135694,1413965,j388.67,15.191464,71.84075,hires_j,185124,t,2459099.72825322
135694,1413673,j385.1063,15.191464,71.84075,hires_j,250444,t,2459091.72340081
135694,1413672,j385.272,15.191464,71.84075,hires_j,164656,t,2459087.74974
135694,1412760,j384.61,15.191464,71.84075,hires_j,60540,t,2459077.73858379
146757,2063250,j510.85,16.232589,63.533333,hires_j,60232,t,2460070.93056804
146757,1982582,j505.68,16.232589,63.533333,hires_j,60244,t,2460040.08279246
146757,1795980,dka.427,16.232589,63.533333,apf,541000000,t,2459972.91295632
146757,1794254,djz.142,16.232589,63.533333,apf,365000000,t,2459972.08440032
146757,1688777,cxf.814,16.232589,63.533333,apf,268000000,t,2459639.91485169
146757,1676093,dcf.499,16.232589,63.533333,apf,499000000,t,2459769.82277513
146757,1606680,j488.73,16.232589,63.533333,hires_j,60220,t,2459828.74011332
146757,1569576,j482.172,16.232589,63.533333,hires_j,60080,t,2459800.82000835
146757,1556401,dda.388,16.232589,63.533333,apf,247000000,t,2459790.75072717
