star_id,runname,dvdt,curv,u_dvdt,u_curv
T001410,T001410_2planet_combined,-0.0023,0.0,0.0043,0.0
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,nan,nan,nan,nan
T001410,included_carmenes_3p_ecc,-0.006,0.0,0.004,0.0
T001410,included_carmenes_2p_ecc,nan,nan,nan,nan
T001410,included_carmenes_2p_ecc,nan,nan,nan,nan
T001410,included_carmenes_2p_ecc,nan,nan,nan,nan
T001410,included_carmenes_2p_ecc,nan,nan,nan,nan
T001410,included_carmenes_2p_ecc,nan,nan,nan,nan
T001410,included_carmenes_2p_ecc,-0.0089,0.0,0.0047,0.0
T001410,included_carmenes,nan,nan,nan,nan
T001410,included_carmenes,nan,nan,nan,nan
T001410,included_carmenes,nan,nan,nan,nan
T001410,included_carmenes,nan,nan,nan,nan
T001410,included_carmenes,-0.0167,0.0,0.0084,0.0
T001410,T001410_3planet-ecc,nan,nan,nan,nan
T001410,T001410_3planet-ecc,nan,nan,nan,nan
T001410,T001410_3planet-ecc,nan,nan,nan,nan
T001410,T001410_3planet-ecc,nan,nan,nan,nan
T001410,T001410_3planet-ecc,-0.0005,0.0,0.0035,0.0
T001410,T001410_2planet-ecc,nan,nan,nan,nan
T001410,T001410_2planet-ecc,nan,nan,nan,nan
T001410,T001410_2planet-ecc,nan,nan,nan,nan
T001410,T001410_2planet-ecc,-0.0021,0.0,0.0042,0.0
T001410,ecc,nan,nan,nan,nan
T001410,ecc,nan,nan,nan,nan
T001410,ecc,-0.013,0.0,0.0083,0.0
T001410,default,nan,nan,nan,nan
T001410,default,nan,nan,nan,nan
T001410,default,-0.0142,0.0,0.0082,0.0
T001422,default_cps,nan,nan,nan,nan
T001422,default_cps,nan,nan,nan,nan
T001422,default_cps,0.0059,0.0,0.0077,0.0
T001422,1pl_trend,nan,nan,nan,nan
T001422,1pl_trend,nan,nan,nan,nan
T001422,1pl_trend,0.006,0.0,0.0076,0.0
T001422,1pl_ecc,nan,nan,nan,nan
T001422,1pl_ecc,nan,nan,nan,nan
T001422,1pl_ecc,0.0,0.0,0.0,0.0
