star_id,instrument,counts,iodine_in,bjd
63935,apf,154000000,t,2458800.93378833
63935,apf,181000000,t,2458800.91958533
63935,apf,198000000,t,2458799.92991232
63935,apf,198000000,t,2458799.92082532
63935,apf,300000000,t,2458798.9401923
63935,apf,299000000,t,2458797.85454829
63935,apf,276000000,t,2458796.84363227
63935,apf,355000000,t,2458795.87722326
63935,apf,395000000,t,2458794.94100124
63935,apf,395000000,t,2458793.92900823
63935,apf,346000000,t,2458790.93492718
63935,apf,324000000,t,2458788.88893215
63935,apf,395000000,t,2458787.96980413
63935,apf,198000000,t,2458786.89892511
63935,apf,198000000,t,2458786.89169011
63935,apf,198000000,t,2458782.00313604
63935,apf,198000000,t,2458781.99158404
63935,apf,199000000,t,2458775.92421994
63935,apf,199000000,t,2458775.91750594
63935,apf,283000000,t,2458772.99848289
63935,apf,259000000,t,2458768.92551882
63935,apf,198000000,t,2458760.94450568
63935,apf,199000000,t,2458760.93712068
63935,apf,199000000,t,2458761.9444367
63935,apf,199000000,t,2458761.9380007
63935,apf,198000000,t,2458758.95677465
63935,apf,198000000,t,2458758.94451665
63935,apf,198000000,t,2458759.95496866
63935,apf,187000000,t,2458759.94295366
63935,apf,198000000,t,2458758.05266363
63935,apf,198000000,t,2458758.04072963
63935,apf,172000000,t,2458765.93976877
63935,apf,168000000,t,2458765.92553177
63935,apf,383000000,t,2458765.02132475
63935,apf,187000000,t,2458763.93474073
63935,apf,198000000,t,2458762.96619972
63935,apf,198000000,t,2458762.95660372
63935,apf,395000000,t,2458753.05144854
63935,apf,198000000,t,2458751.98467552
63935,apf,180000000,t,2458751.97110952
63935,apf,321000000,t,2458748.97397547
63935,apf,176000000,t,2458747.99471345
63935,apf,198000000,t,2458747.98171445
63935,apf,205000000,t,2458746.97953543
63935,apf,198000000,t,2458744.98753039
63935,apf,198000000,t,2458744.97820039
63935,apf,198000000,t,2458743.99952138
63935,apf,198000000,t,2458743.99171938
63935,apf,75900000,t,2458741.98969534
63935,apf,71200000,t,2458741.04234132
63935,apf,79900000,t,2458741.02774532
63935,apf,198000000,t,2458740.0060683
63935,apf,198000000,t,2458739.9930933
63935,apf,1000000000,t,2458738.01838227
63935,apf,198000000,t,2458738.00419127
63935,apf,371000000,t,2458736.02129023
63935,apf,196000000,t,2458736.01478523
63935,apf,234000000,t,2458734.01063619
63935,apf,198000000,t,2458727.03187206
63935,hires_j,251260,t,2458911.83080344
63935,hires_j,250984,t,2458911.82830361
63935,hires_j,250368,t,2458911.8255378
63935,hires_j,250700,t,2458907.79737666
63935,hires_j,250460,t,2458907.79432186
63935,hires_j,250100,t,2458907.79112706
63935,hires_j,250524,t,2458906.80872352
63935,hires_j,250420,t,2458906.80648966
63935,hires_j,251280,t,2458906.8042208
63935,hires_j,250488,t,2458905.83220936
63935,hires_j,250836,t,2458905.82999849
63935,hires_j,250268,t,2458905.82774163
63935,hires_j,250484,t,2458904.84465257
63935,hires_j,250680,t,2458904.84183974
63935,hires_j,250064,t,2458904.8391089
63935,hires_j,250968,t,2458903.86889978
63935,hires_j,250368,t,2458903.86591395
63935,hires_j,250848,t,2458903.86256915
63935,hires_j,250192,t,2458884.85229244
63935,hires_j,250080,t,2458884.8501745
63935,hires_j,250928,t,2458884.84804456
63935,hires_j,250464,t,2458880.84409652
63935,hires_j,250948,t,2458879.86746259
63935,hires_j,250028,t,2458878.89617395
63935,hires_j,250740,t,2458878.89391699
63935,hires_j,250624,t,2458878.89163703
63935,hires_j,250216,t,2458870.89959393
63935,hires_j,250260,t,2458869.87955247
63935,hires_j,250284,t,2458866.05025942
63935,hires_j,250024,t,2458857.88643811
63935,hires_j,250088,t,2458856.86608479
63935,hires_j,250196,t,2458855.85469891
63935,hires_j,250448,t,2458852.90479311
63935,hires_j,250184,t,2458844.91756887
63935,hires_j,251460,t,2458827.96915131
63935,hires_j,250148,t,2458820.01439394
63935,hires_j,250828,t,2458809.07994147
63935,hires_j,250752,t,2458798.11626262
63935,hires_j,250300,t,2458797.104166
63935,hires_j,250820,t,2458796.04120905
63935,hires_j,251140,f,2458795.04745805
63935,hires_j,251076,f,2458795.04511983
63935,hires_j,250452,f,2458795.04099944
63935,hires_j,250476,t,2458795.00493102
63935,hires_j,250364,t,2458788.11234113
63935,hires_j,250212,t,2458777.06303487
63935,hires_j,250652,t,2458744.13959027
63935,hires_j,250164,t,2458733.13861837
93963,hires_j,60360,t,2459143.13682655
93963,hires_j,251028,t,2459034.74317306
93963,hires_j,250620,t,2459024.74980835
93963,hires_j,30788,f,2458999.8329766
93963,hires_j,10600,f,2458999.75812265
93963,apf,162000000,t,2458967.84981378
93963,apf,159000000,t,2458967.83576378
93963,apf,154000000,t,2458967.82118178
GJ9522A,hires_j,60060,t,2459118.7490017
GJ9522A,hires_j,60084,t,2459091.73350849
GJ9522A,hires_j,60060,t,2459068.80552382
GJ9522A,hires_j,152380,t,2459044.79839337
GJ9522A,hires_j,125032,t,2459042.79321704
GJ9522A,hires_j,125232,t,2459041.81701056
GJ9522A,hires_j,238620,t,2459039.82560603
GJ9522A,hires_j,225676,t,2459038.82985108
GJ9522A,hires_j,125224,t,2459036.77618047
GJ9522A,hires_j,60080,t,2459035.91764102
GJ9522A,hires_j,60084,t,2459035.89474903
GJ9522A,hires_j,56648,t,2459035.85686871
GJ9522A,hires_j,125312,t,2459034.84545382
GJ9522A,hires_j,228520,t,2459031.83655686
GJ9522A,hires_j,225348,t,2459030.84185343
GJ9522A,hires_j,250088,t,2459029.82249881
GJ9522A,hires_j,250216,t,2459028.80638481
GJ9522A,hires_j,250100,t,2459027.82269918
GJ9522A,hires_j,250004,f,2459025.81715772
GJ9522A,hires_j,119888,t,2459016.84742243
GJ9522A,hires_j,211804,t,2459013.85157511
GJ9522A,hires_j,120528,t,2459012.88585761
GJ9522A,hires_j,250196,t,2459011.82423017
GJ9522A,hires_j,206636,t,2459010.9005473
GJ9522A,hires_j,152356,t,2459007.87173013
GJ9522A,hires_j,226240,t,2459006.87304905
GJ9522A,hires_j,228348,t,2458885.04009575
GJ9522A,hires_j,184428,t,2458853.14328643
GJ9522A,hires_j,10164,f,2458853.13531206
HIP97166,apf,130000000,t,2459144.67831869
HIP97166,apf,193000000,t,2459144.65988069
HIP97166,apf,42200000,t,2459135.68294977
HIP97166,hires_j,250320,t,2459123.90759052
HIP97166,hires_j,250028,t,2459122.93571342
HIP97166,hires_j,250200,t,2459121.96215907
HIP97166,hires_j,193916,t,2459120.94619492
HIP97166,hires_j,140128,t,2459118.96862067
HIP97166,hires_j,250096,t,2459117.96659202
HIP97166,hires_j,250184,t,2459114.95850276
HIP97166,hires_j,244836,t,2459102.02733965
HIP97166,hires_j,117540,t,2459099.8128794
HIP97166,hires_j,250120,t,2459097.94764879
HIP97166,hires_j,250188,t,2459093.01461804
HIP97166,hires_j,250304,t,2459090.02144885
HIP97166,hires_j,250044,t,2459079.05748827
HIP97166,apf,165000000,t,2459076.74612427
HIP97166,apf,148000000,t,2459076.72479227
HIP97166,apf,353000000,t,2459075.82158028
HIP97166,apf,355000000,t,2459075.80369828
HIP97166,apf,164000000,t,2459074.70562129
HIP97166,apf,151000000,t,2459074.68499629
HIP97166,apf,164000000,t,2459073.70710629
HIP97166,apf,194000000,t,2459073.68545129
HIP97166,apf,179000000,t,2459072.7103973
HIP97166,apf,141000000,t,2459072.6880363
HIP97166,hires_j,250084,t,2459073.02855227
HIP97166,apf,91200000,t,2459071.71560931
HIP97166,apf,121000000,t,2459071.69470631
HIP97166,hires_j,250068,t,2459072.05993349
HIP97166,apf,132000000,t,2459070.74488532
HIP97166,apf,129000000,t,2459070.72369232
HIP97166,apf,152000000,t,2459069.74765533
HIP97166,apf,154000000,t,2459069.72672833
HIP97166,apf,219000000,t,2459068.76283234
HIP97166,apf,310000000,t,2459068.74145534
HIP97166,hires_j,240756,t,2459068.96666777
HIP97166,apf,118000000,t,2459063.78686938
HIP97166,apf,83900000,t,2459063.76500538
HIP97166,apf,208000000,t,2459066.78760935
HIP97166,apf,173000000,t,2459066.76667135
HIP97166,apf,163000000,t,2459064.73370437
HIP97166,apf,186000000,t,2459064.71281337
HIP97166,hires_j,249972,t,2459064.00735985
HIP97166,apf,165000000,t,2459062.75421139
HIP97166,apf,164000000,t,2459062.73254439
HIP97166,apf,159000000,t,2459061.89906739
HIP97166,apf,164000000,t,2459061.87711139
HIP97166,apf,173000000,t,2459060.7565694
HIP97166,apf,155000000,t,2459060.7349834
HIP97166,apf,164000000,t,2459059.84047541
HIP97166,apf,155000000,t,2459059.81948041
HIP97166,apf,139000000,t,2459058.81575742
HIP97166,apf,137000000,t,2459058.79457642
HIP97166,apf,141000000,t,2459057.90319443
HIP97166,apf,131000000,t,2459057.88146943
HIP97166,apf,134000000,t,2459056.85006144
HIP97166,apf,122000000,t,2459056.82793144
HIP97166,apf,151000000,t,2459055.82452145
HIP97166,apf,162000000,t,2459055.80302845
HIP97166,apf,153000000,t,2459054.76730345
HIP97166,apf,144000000,t,2459054.74556745
HIP97166,apf,163000000,t,2459053.86623446
HIP97166,apf,179000000,t,2459053.84504146
HIP97166,apf,149000000,t,2459052.82658547
HIP97166,apf,125000000,t,2459052.80504547
HIP97166,apf,135000000,t,2459051.85148748
HIP97166,apf,184000000,t,2459051.83032948
HIP97166,apf,164000000,t,2459050.89276649
HIP97166,apf,165000000,t,2459050.87156249
HIP97166,apf,169000000,t,2459049.7740315
HIP97166,apf,181000000,t,2459049.7535915
HIP97166,apf,189000000,t,2459048.9001735
HIP97166,apf,197000000,t,2459048.8788535
HIP97166,apf,182000000,t,2459045.90785353
HIP97166,apf,186000000,t,2459045.88640653
HIP97166,apf,210000000,t,2459044.83359954
HIP97166,apf,208000000,t,2459044.81211754
HIP97166,hires_j,200056,t,2459045.04568657
HIP97166,apf,169000000,t,2459043.79539955
HIP97166,apf,174000000,t,2459043.77419555
HIP97166,hires_j,250044,t,2459043.06025956
HIP97166,apf,175000000,t,2459042.81490855
HIP97166,apf,148000000,t,2459042.79408655
HIP97166,apf,143000000,t,2459041.79301656
HIP97166,apf,216000000,t,2459041.76985656
HIP97166,hires_j,250252,t,2459041.90132862
HIP97166,hires_j,164668,t,2459040.90042144
HIP97166,hires_j,250056,t,2459040.06847513
HIP97166,apf,987000000,t,2459038.93305259
HIP97166,apf,207000000,t,2459038.91170959
HIP97166,hires_j,250068,t,2459039.05829715
HIP97166,apf,121000000,t,2459036.7944656
HIP97166,apf,152000000,t,2459036.7734006
HIP97166,hires_j,250272,t,2459036.90361172
HIP97166,apf,166000000,t,2459035.79396461
HIP97166,apf,164000000,t,2459035.77259861
HIP97166,hires_j,250216,t,2459036.05708183
HIP97166,hires_j,250300,t,2459034.90073346
HIP97166,apf,219000000,t,2459034.79720162
HIP97166,apf,225000000,t,2459034.77597462
HIP97166,apf,203000000,t,2459033.84564863
HIP97166,apf,217000000,t,2459033.82420163
HIP97166,apf,173000000,t,2459032.88813464
HIP97166,apf,175000000,t,2459032.86660664
HIP97166,apf,173000000,t,2459031.85718264
HIP97166,apf,169000000,t,2459031.83573564
HIP97166,hires_j,250172,t,2459031.89815567
HIP97166,apf,177000000,t,2459030.87091865
HIP97166,apf,175000000,t,2459030.84962165
HIP97166,hires_j,250248,t,2459031.05092067
HIP97166,apf,140000000,t,2459029.82725766
HIP97166,apf,246000000,t,2459029.80564866
HIP97166,hires_j,250128,t,2459030.0350615
HIP97166,hires_j,125284,t,2459028.91826418
HIP97166,apf,324000000,t,2459028.83123767
HIP97166,apf,351000000,t,2459028.81208267
HIP97166,apf,134000000,t,2459027.88406068
HIP97166,apf,121000000,t,2459027.86147868
HIP97166,apf,55000000,t,2459027.80260068
HIP97166,hires_j,125248,t,2459028.00568288
HIP97166,hires_j,250416,f,2459027.99139969
HIP97166,apf,101000000,t,2459026.86806369
HIP97166,apf,102000000,t,2459026.84718369
HIP97166,apf,188000000,t,2459024.8289517
HIP97166,apf,200000000,t,2459024.8073537
HIP97166,hires_j,250312,t,2459024.94244804
HIP97166,apf,161000000,t,2459023.84256171
HIP97166,apf,167000000,t,2459023.82110271
HIP97166,apf,161000000,t,2459022.84208672
HIP97166,apf,167000000,t,2459022.82009572
HIP97166,apf,226000000,t,2459021.82887973
HIP97166,apf,269000000,t,2459021.80871773
HIP97166,apf,173000000,t,2459020.93939073
HIP97166,apf,158000000,t,2459020.91833673
HIP97166,hires_j,109024,t,2459019.02902183
HIP97166,apf,168000000,t,2459011.99756081
HIP97166,hires_j,250144,t,2459012.06044419
HIP97166,hires_j,60244,t,2459008.06422892
HIP97166,hires_j,60044,t,2459008.01537453
HIP97166,hires_j,60280,t,2459007.97549021
HIP97166,hires_j,60088,t,2459004.0526833
HIP97166,hires_j,250356,t,2459000.03434855
HIP97166,apf,175000000,t,2458996.80706393
HIP97166,apf,175000000,t,2458996.78550093
HIP97166,apf,66100000,f,2458995.88197893
HIP97166,apf,61800000,f,2458995.86748793
HIP97166,apf,65100000,f,2458995.85304293
HIP97166,apf,60500000,f,2458995.83871393
HIP97166,apf,58800000,f,2458995.82420093
HIP97166,apf,54400000,f,2458995.81002193
HIP97166,apf,54500000,f,2458995.79553093
HIP97166,hires_j,10080,f,2458996.11441031
HIP97166,apf,121000000,t,2458980.86313305
HIP97166,apf,107000000,t,2458980.84147805
HIP97166,apf,151000000,t,2458979.90506606
HIP97166,apf,193000000,t,2458978.98651406
HIP97166,apf,33500000,f,2458976.00421609
HIP97166,apf,33300000,f,2458975.99135809
HIP97166,apf,35000000,f,2458975.98598709
T001173,hires_j,60124,t,2459101.7313868
T001173,hires_j,60036,t,2459077.7843554
T001173,hires_j,60072,t,2458885.01149198
T001173,hires_j,10144,f,2458833.16635067
T001174,hires_j,58996,t,2459114.72147471
T001174,hires_j,60124,t,2459092.76892594
T001174,hires_j,60044,t,2459070.85422055
T001174,hires_j,60124,t,2459011.8541156
T001174,hires_j,60100,t,2458918.02041499
T001174,apf,37100000,f,2458800.00466801
T001174,apf,33000000,f,2458799.99057001
T001174,apf,34600000,f,2458799.976079
T001174,hires_j,60076,t,2458885.02796193
T001174,hires_j,5132,f,2458881.09709374
T001180,hires_j,57488,t,2459120.72022838
T001180,hires_j,37056,t,2459094.76249949
T001180,hires_j,60032,t,2459070.86376829
T001180,hires_j,10180,f,2458919.04514709
T001194,hires_j,60124,t,2459077.74405601
T001194,hires_j,60060,t,2459039.78282471
T001194,hires_j,60064,t,2459031.79959665
T001194,hires_j,54460,t,2459010.82893376
T001194,hires_j,60108,t,2459006.79709879
T001194,hires_j,60068,t,2458911.8577747
T001194,hires_j,54312,t,2458907.88399431
T001194,hires_j,57144,t,2458906.84644242
T001194,hires_j,60020,t,2458904.86478255
T001194,hires_j,60056,t,2458884.92630217
T001194,hires_j,125112,t,2458880.99953122
T001194,hires_j,250012,f,2458880.95843238
T001194,hires_j,123860,t,2458878.93210734
T001194,hires_j,10160,f,2458853.10408078
T001194,hires_j,125036,t,2458833.086191
T001194,hires_j,10024,f,2458828.10965893
T001244,hires_j,50796,t,2459114.86305345
T001244,hires_j,27520,t,2459086.88994673
T001244,hires_j,10016,f,2458815.70503175
T001246,hires_j,60004,t,2459123.73465533
T001246,hires_j,60036,t,2459122.74502757
T001246,hires_j,60036,t,2459121.72997173
T001246,hires_j,60016,t,2459120.73792527
T001246,hires_j,50752,t,2459119.76202512
T001246,hires_j,60004,t,2459118.769689
T001246,hires_j,60008,t,2459117.75376584
T001246,hires_j,60060,t,2459115.78544959
T001246,hires_j,60048,t,2459114.75154083
T001246,hires_j,60012,t,2459101.77339245
T001246,hires_j,54100,t,2459097.87403142
T001246,hires_j,46556,t,2459094.79032517
T001246,hires_j,60012,t,2459092.80462206
T001246,hires_j,60060,t,2459091.81037132
T001246,hires_j,60040,t,2459090.80765877
T001246,hires_j,60012,t,2459089.87543365
T001246,hires_j,35828,t,2459086.874789
T001246,hires_j,60008,t,2459077.88344336
T001246,hires_j,60032,t,2459072.87996081
T001246,hires_j,54760,t,2459071.9366395
T001246,hires_j,35348,t,2459069.009849
T001246,hires_j,60004,t,2459038.84045666
T001246,hires_j,60024,t,2459036.79198909
T001246,hires_j,60024,t,2459034.85573232
T001246,hires_j,60040,t,2459030.89287352
T001246,hires_j,60024,t,2459027.83836544
T001246,hires_j,60020,t,2459024.86927497
T001246,hires_j,45560,t,2459016.8749168
T001246,hires_j,60008,t,2459013.87324916
T001246,hires_j,204332,f,2459011.91761209
T001246,hires_j,70672,t,2459006.88414293
T001246,hires_j,60052,t,2459003.89134522
T001246,hires_j,60012,t,2459002.92823238
T001246,hires_j,60004,t,2458999.89268016
T001246,hires_j,43212,t,2458995.87584643
T001246,hires_j,60044,t,2458919.05511347
T001246,hires_j,60004,t,2458918.06580254
T001246,hires_j,59544,t,2458917.06226647
T001246,hires_j,10028,f,2458815.6924422
T001248,hires_j,60016,t,2459117.7645853
T001248,hires_j,23556,t,2459086.90347437
T001248,hires_j,10012,f,2458815.71005678
T001249,hires_j,60128,t,2459114.71499356
T001249,hires_j,60012,t,2459101.73787042
T001249,hires_j,60036,t,2459078.77487853
T001249,hires_j,89952,t,2458906.92507713
T001249,hires_j,125080,t,2458904.93434975
T001249,hires_j,125036,t,2458884.9819338
T001249,hires_j,10140,f,2458833.16394666
T001269,hires_j,60004,t,2459118.75794993
T001269,hires_j,60012,t,2459094.84851733
T001269,hires_j,60044,t,2459070.91055641
T001269,hires_j,60028,t,2458917.04704552
T001269,hires_j,10052,f,2458815.68915704
T001272,hires_j,60004,t,2459092.75164742
T001272,hires_j,57556,t,2459091.75473844
T001272,hires_j,60052,t,2459090.75418352
T001272,hires_j,50144,t,2459089.75624656
T001272,hires_j,32740,t,2459088.74374984
T001272,hires_j,32620,t,2459086.74177004
T001272,hires_j,60008,t,2459078.75390852
T001272,hires_j,60036,t,2459077.7683669
T001272,hires_j,60076,t,2459068.78419467
T001272,hires_j,47840,t,2459067.78912407
T001272,hires_j,60048,t,2459051.80474799
T001272,hires_j,60036,t,2459039.79976207
T001272,hires_j,60020,t,2459038.79400617
T001272,hires_j,60036,t,2459036.76687161
T001272,hires_j,57996,t,2459035.84556832
T001272,hires_j,60048,t,2459034.82516196
T001272,hires_j,60056,t,2459031.81639627
T001272,hires_j,60016,t,2459030.80125714
T001272,hires_j,60060,t,2459029.79984456
T001272,hires_j,60024,t,2459028.78706696
T001272,hires_j,60064,t,2459027.77926638
T001272,hires_j,60048,t,2459024.88310477
T001272,hires_j,60024,t,2459024.82997194
T001272,hires_j,60052,t,2459024.77592415
T001272,hires_j,125040,f,2459011.89162639
T001272,hires_j,60036,t,2459010.86797332
T001272,hires_j,55988,t,2459006.85212798
T001272,hires_j,60044,t,2459003.84090923
T001272,hires_j,60020,t,2458999.78669548
T001272,hires_j,50780,t,2458911.89625895
T001272,hires_j,60008,t,2458904.92543571
T001272,hires_j,60004,t,2458885.02103513
T001272,hires_j,10008,f,2458833.16135697
T001279,hires_j,60064,t,2459092.72242008
T001279,hires_j,60048,t,2459067.76424804
T001279,hires_j,125164,t,2459027.76014172
T001279,hires_j,125080,t,2459025.75782616
T001279,hires_j,64448,t,2459016.80179751
T001279,hires_j,125160,t,2459013.79958353
T001279,hires_j,105728,t,2459012.86272851
T001279,hires_j,125144,t,2459010.85010253
T001279,hires_j,57532,t,2459007.81911197
T001279,hires_j,125148,t,2459006.81484261
T001279,hires_j,125004,t,2459003.82803029
T001279,hires_j,125132,t,2459002.87308777
T001279,hires_j,125112,t,2458918.00850488
T001279,apf,49800000,f,2458790.98016478
T001279,apf,49500000,f,2458790.96569678
T001279,apf,43700000,f,2458790.95140178
T001279,hires_j,125140,t,2458911.87769525
T001279,hires_j,125048,t,2458906.86853193
T001279,hires_j,125056,t,2458904.9114213
T001279,hires_j,125156,t,2458884.9409573
T001279,hires_j,99064,t,2458881.03199875
T001279,hires_j,85876,t,2458879.92848881
T001279,hires_j,250272,f,2458834.1314892
T001279,hires_j,125164,t,2458833.1480865
T001279,hires_j,10220,f,2458809.13172151
T001288,hires_j,60092,t,2459117.98792675
T001288,hires_j,60140,t,2459092.03711011
T001288,hires_j,89432,t,2459069.08076004
T001288,hires_j,125184,t,2459031.0736459
T001288,hires_j,60156,t,2459029.11707416
T001288,hires_j,125148,t,2459028.03665053
T001288,hires_j,125128,t,2459025.04180917
T001288,hires_j,125020,t,2459013.03732859
T001288,hires_j,125092,t,2459011.06113154
T001288,hires_j,125036,t,2459008.0880704
T001288,hires_j,125008,t,2459007.06566005
T001288,hires_j,60100,t,2459004.07333038
T001288,hires_j,125228,t,2459003.0763397
T001288,apf,45800000,f,2458783.81295822
T001288,apf,58300000,f,2458783.79809722
T001288,apf,59400000,f,2458783.78430022
T001288,hires_j,52928,t,2458857.72121395
T001288,hires_j,125064,t,2458852.71997511
T001288,hires_j,125052,t,2458844.75549941
T001288,hires_j,250012,f,2458844.74143683
T001288,hires_j,125076,t,2458827.73987333
T001288,hires_j,10148,f,2458819.72289762
T001410,hires_j,60012,t,2459142.98188226
T001410,hires_j,60128,t,2459122.96693824
T001410,hires_j,60040,t,2459116.06449059
T001410,hires_j,90008,t,2459090.06938255
T001410,hires_j,90032,t,2459089.01429783
T001410,hires_j,60116,t,2459073.0564113
T001410,hires_j,60016,t,2459064.03799829
T001410,hires_j,60128,t,2459058.10494584
T001410,hires_j,60100,t,2459045.0024615
T001410,hires_j,60092,t,2459043.08775163
T001410,hires_j,60008,t,2459041.93261255
T001410,hires_j,60036,t,2459041.09654258
T001410,hires_j,60068,t,2459040.10184055
T001410,hires_j,60024,t,2459036.92457127
T001410,hires_j,60024,t,2459036.08698482
T001410,hires_j,60088,t,2459035.05049555
T001410,hires_j,60080,t,2459032.06696111
T001410,hires_j,90108,t,2459029.05463784
T001410,hires_j,90100,t,2459028.0545043
T001410,hires_j,108728,t,2459025.06144034
T001410,hires_j,60052,t,2459014.09192915
T001410,hires_j,47716,t,2459012.08411419
T001410,hires_j,89396,t,2459011.0797904
T001410,hires_j,104656,t,2459008.10288646
T001410,hires_j,84916,t,2459007.07778613
T001410,hires_j,223132,f,2458870.7408545
T001410,hires_j,74236,t,2458869.73782078
T001410,hires_j,120584,t,2458852.74916044
T001410,hires_j,125052,t,2458833.78380738
T001410,hires_j,111304,t,2458827.85492103
T001410,hires_j,88624,t,2458819.77949803
T001410,hires_j,114880,t,2458815.78986543
T001410,hires_j,10036,f,2458798.83181039
T001422,hires_j,56056,t,2459121.0173566
T001422,hires_j,60132,t,2459094.99197129
T001422,hires_j,60096,t,2459078.99282951
T001422,hires_j,60076,t,2459078.91629708
T001422,hires_j,60032,t,2459078.85417545
T001422,hires_j,60060,t,2459058.11017141
T001422,hires_j,60192,t,2459032.07148476
T001422,hires_j,125116,t,2459013.0982378
T001422,hires_j,125032,t,2459011.08845432
T001422,hires_j,125024,t,2459004.08522039
T001422,hires_j,125236,t,2459000.10277494
T001422,hires_j,250096,f,2458879.7352769
T001422,hires_j,118884,t,2458878.76560004
T001422,hires_j,125096,t,2458845.80736701
T001422,hires_j,125124,t,2458833.79569162
T001422,hires_j,135596,t,2458832.87849216
T001422,hires_j,125172,t,2458827.86794427
T001422,hires_j,69036,t,2458819.80619936
T001422,hires_j,125108,t,2458802.82869173
T001422,hires_j,10080,f,2458798.83779673
T001438,hires_j,60048,t,2459117.74600984
T001438,hires_j,43672,t,2459091.90359025
T001438,hires_j,60032,t,2459068.99603864
T001438,hires_j,10120,f,2458815.72305422
T001443,hires_j,60036,t,2459117.95991785
T001443,hires_j,60116,t,2459094.98037171
T001443,hires_j,60004,t,2459079.02762059
T001443,hires_j,60036,t,2459004.09285762
T001443,hires_j,60196,t,2459004.05620244
T001443,hires_j,60088,t,2459004.01704726
T001443,hires_j,10016,f,2458819.71820283
T001444,hires_j,125020,t,2459142.95336556
T001444,hires_j,125032,t,2459123.89782776
T001444,hires_j,125084,t,2459123.71773401
T001444,hires_j,125164,t,2459122.9458042
T001444,hires_j,125080,t,2459122.72558299
T001444,hires_j,125072,t,2459121.9524379
T001444,hires_j,125024,t,2459121.74250473
T001444,hires_j,114376,t,2459120.97050638
T001444,hires_j,125088,t,2459120.83747198
T001444,hires_j,125084,t,2459119.87663932
T001444,hires_j,125056,t,2459119.74528386
T001444,hires_j,125024,t,2459118.95154775
T001444,hires_j,125084,t,2459118.71815408
T001444,hires_j,125032,t,2459117.99565753
T001444,hires_j,125148,t,2459117.78228705
T001444,hires_j,125052,t,2459117.73888353
T001444,hires_j,125004,t,2459116.95621202
T001444,hires_j,125136,t,2459115.97716089
T001444,hires_j,125108,t,2459115.76109322
T001444,hires_j,125028,t,2459114.9698791
T001444,hires_j,125112,t,2459114.73860316
T001444,hires_j,125068,t,2459102.01681703
T001444,hires_j,125100,t,2459101.78544723
T001444,hires_j,125092,t,2459101.02023731
T001444,hires_j,125088,t,2459099.88351698
T001444,hires_j,108356,t,2459098.03800978
T001444,hires_j,125052,t,2459097.88725517
T001444,hires_j,125072,t,2459094.97368366
T001444,hires_j,125092,t,2459094.74528848
T001444,hires_j,125056,t,2459093.04554684
T001444,hires_j,125076,t,2459092.87864475
T001444,hires_j,125032,t,2459092.74071415
T001444,hires_j,123452,t,2459092.07041242
T001444,hires_j,125008,t,2459091.92596473
T001444,hires_j,125080,t,2459091.7458343
T001444,hires_j,125064,t,2459091.06383022
T001444,hires_j,125036,t,2459090.98747478
T001444,hires_j,125128,t,2459090.74689217
T001444,hires_j,125072,t,2459090.03966747
T001444,hires_j,125072,t,2459089.9833814
T001444,hires_j,125120,t,2459089.74764784
T001444,hires_j,125012,t,2459089.04840915
T001444,hires_j,125140,t,2459088.91984268
T001444,hires_j,98296,t,2459088.79900631
T001444,hires_j,83088,t,2459087.84799256
T001444,hires_j,91112,t,2459086.77593421
T001444,hires_j,250116,f,2459078.93043622
T001444,hires_j,125040,t,2459078.06463075
T001444,hires_j,125104,t,2459077.90932648
T001444,hires_j,125128,t,2459077.8026232
T001444,hires_j,125112,t,2459073.04622427
T001444,hires_j,125060,t,2459072.076353
T001444,hires_j,125056,t,2459071.08302114
T001444,hires_j,60120,t,2459013.08471385
T001444,hires_j,72596,t,2458832.75306103
T001444,hires_j,10012,f,2458819.73542716
T001451,apf,97300000,t,2459135.60535604
T001451,hires_j,250416,t,2459089.7357962
T001451,hires_j,60288,t,2459067.74467564
T001451,hires_j,60148,t,2459040.83338829
T001451,hires_j,60100,t,2459040.78647996
T001451,hires_j,60328,t,2459040.74233854
T001451,hires_j,250020,t,2459038.77437713
T001451,apf,127000000,t,2459034.87645662
T001451,apf,105000000,t,2459031.89646057
T001451,hires_j,250312,t,2459027.7660452
T001451,hires_j,250284,t,2459025.76506948
T001451,apf,126000000,t,2459023.89955144
T001451,apf,86800000,t,2459022.88470243
T001451,hires_j,250008,t,2459013.80794225
T001451,hires_j,79732,t,2459012.87261841
T001451,hires_j,250312,t,2459010.85791816
T001451,hires_j,250128,t,2459007.82571435
T001451,hires_j,250464,t,2459006.82129904
T001451,hires_j,250152,t,2459003.84929255
T001451,hires_j,250008,t,2459002.87932143
T001451,apf,167000000,t,2458996.86092099
T001451,apf,109000000,t,2458979.9392837
T001451,apf,141000000,t,2458977.83350766
T001451,apf,312000000,t,2458976.84837664
T001451,apf,147000000,t,2458974.86811261
T001451,apf,176000000,t,2458973.80608659
T001451,apf,177000000,t,2458971.78584755
T001451,apf,219000000,t,2458970.83050453
T001451,apf,83800000,t,2458969.78665952
T001451,apf,112000000,t,2458966.72026746
T001451,apf,124000000,t,2458965.85172444
T001451,apf,182000000,t,2458964.85154443
T001451,apf,147000000,t,2458963.74404241
T001451,apf,133000000,t,2458961.76585537
T001451,apf,116000000,t,2458955.67877726
T001451,apf,59800000,t,2458921.68549762
T001451,apf,61100000,t,2458920.7085866
