star_id,day,instrument,0
191939,2020-04-22,apf,1
191939,2020-04-25,apf,1
191939,2020-04-27,apf,1
191939,2020-04-29,apf,1
191939,2020-04-30,apf,1
191939,2020-05-01,apf,1
191939,2020-05-02,apf,1
191939,2020-05-04,apf,1
191939,2020-05-05,apf,1
191939,2020-05-07,apf,1
191939,2020-05-08,apf,1
191939,2020-05-09,apf,1
191939,2020-05-10,apf,1
191939,2020-05-11,apf,1
191939,2020-05-16,apf,1
191939,2020-05-26,hires_j,1
191939,2020-05-27,apf,1
191939,2020-05-30,hires_j,1
191939,2020-06-02,apf,1
191939,2020-06-02,hires_j,1
191939,2020-06-03,apf,1
191939,2020-06-03,hires_j,1
191939,2020-06-05,apf,1
191939,2020-06-06,apf,1
191939,2020-06-06,hires_j,1
191939,2020-06-07,hires_j,1
191939,2020-06-09,apf,1
191939,2020-06-10,apf,1
191939,2020-06-10,hires_j,1
191939,2020-06-11,apf,1
191939,2020-06-11,hires_j,1
191939,2020-06-12,apf,1
191939,2020-06-12,hires_j,1
191939,2020-06-13,hires_j,1
191939,2020-06-16,apf,1
191939,2020-06-16,hires_j,1
191939,2020-06-17,apf,1
191939,2020-06-18,apf,1
191939,2020-06-18,hires_j,1
191939,2020-06-19,apf,1
191939,2020-06-24,hires_j,1
191939,2020-06-25,hires_j,1
191939,2020-06-27,apf,1
191939,2020-06-27,hires_j,1
191939,2020-06-28,apf,1
191939,2020-06-28,hires_j,1
191939,2020-06-29,hires_j,1
191939,2020-06-30,apf,1
191939,2020-06-30,hires_j,1
191939,2020-07-01,hires_j,1
191939,2020-07-04,apf,1
191939,2020-07-04,hires_j,1
191939,2020-07-05,hires_j,1
191939,2020-07-06,hires_j,1
191939,2020-07-08,hires_j,1
191939,2020-07-09,apf,1
191939,2020-07-09,hires_j,1
191939,2020-07-10,hires_j,1
191939,2020-07-11,apf,1
191939,2020-07-11,hires_j,1
191939,2020-07-12,apf,1
191939,2020-07-12,hires_j,1
191939,2020-07-13,apf,1
191939,2020-07-14,apf,1
191939,2020-07-14,hires_j,1
191939,2020-07-15,apf,1
191939,2020-07-18,apf,1
191939,2020-07-19,apf,1
191939,2020-07-20,apf,1
191939,2020-07-21,apf,1
191939,2020-07-21,hires_j,1
191939,2020-07-22,apf,1
191939,2020-07-23,apf,1
191939,2020-07-24,apf,1
191939,2020-07-25,apf,1
191939,2020-07-26,apf,1
191939,2020-07-27,apf,1
191939,2020-07-27,hires_j,1
191939,2020-07-28,apf,1
191939,2020-07-29,apf,1
191939,2020-07-30,apf,1
191939,2020-07-31,apf,1
191939,2020-08-01,apf,1
191939,2020-08-02,apf,1
191939,2020-08-02,hires_j,1
191939,2020-08-03,apf,1
191939,2020-08-04,apf,1
191939,2020-08-05,apf,1
191939,2020-08-06,hires_j,1
191939,2020-08-07,apf,1
191939,2020-08-07,hires_j,1
191939,2020-08-08,apf,1
191939,2020-08-09,apf,1
191939,2020-08-10,apf,1
191939,2020-08-10,hires_j,1
191939,2020-08-11,apf,1
191939,2020-08-11,hires_j,1
191939,2020-08-12,apf,1
191939,2020-08-13,apf,1
191939,2020-08-14,apf,1
191939,2020-08-15,apf,1
191939,2020-08-16,hires_j,1
191939,2020-08-17,hires_j,1
191939,2020-08-26,hires_j,1
191939,2020-08-27,hires_j,1
191939,2020-08-28,hires_j,1
191939,2020-08-29,hires_j,1
191939,2020-08-30,hires_j,1
191939,2020-08-31,hires_j,1
191939,2020-09-02,hires_j,1
191939,2020-09-05,hires_j,1
191939,2020-09-07,hires_j,1
191939,2020-09-08,hires_j,1
191939,2020-09-09,hires_j,1
191939,2020-09-22,hires_j,1
191939,2020-09-25,hires_j,1
191939,2020-09-26,hires_j,1
191939,2020-09-27,hires_j,1
191939,2020-09-28,hires_j,1
191939,2020-09-29,hires_j,1
191939,2020-09-30,hires_j,1
191939,2020-10-01,hires_j,1
191939,2020-10-10,apf,1
191939,2020-10-13,apf,1
191939,2020-10-29,hires_j,1
191939,2020-10-31,hires_j,1
191939,2020-11-04,apf,1
191939,2020-11-15,apf,1
191939,2020-11-26,apf,1
191939,2020-11-28,hires_j,1
191939,2020-11-30,apf,1
191939,2020-12-02,apf,1
191939,2020-12-03,apf,1
191939,2020-12-04,apf,1
191939,2020-12-04,hires_j,1
191939,2020-12-05,apf,1
191939,2020-12-06,apf,1
191939,2020-12-06,hires_j,1
191939,2020-12-09,apf,1
191939,2020-12-20,apf,1
191939,2020-12-21,apf,1
191939,2020-12-25,hires_j,1
191939,2021-01-08,apf,1
191939,2021-01-10,apf,1
191939,2021-01-12,apf,1
191939,2021-01-13,apf,1
191939,2021-01-14,apf,1
191939,2021-01-15,apf,1
191939,2021-01-16,apf,1
191939,2021-01-20,apf,1
191939,2021-02-08,apf,1
191939,2021-02-18,apf,1
191939,2021-02-24,apf,1
191939,2021-03-22,apf,1
191939,2021-03-26,hires_j,1
191939,2021-03-27,apf,1
191939,2021-03-29,apf,1
191939,2021-03-31,apf,1
191939,2021-04-02,apf,1
191939,2021-04-09,hires_j,1
191939,2021-04-10,apf,1
191939,2021-04-11,apf,1
191939,2021-04-14,apf,1
191939,2021-04-15,apf,1
191939,2021-04-16,apf,1
191939,2021-04-18,apf,1
191939,2021-04-19,apf,1
191939,2021-04-20,apf,1
191939,2021-04-22,apf,1
191939,2021-04-23,apf,1
191939,2021-04-27,apf,1
191939,2021-04-28,apf,1
191939,2021-04-30,apf,1
191939,2021-05-01,apf,1
191939,2021-05-02,apf,1
191939,2021-05-03,apf,1
191939,2021-05-04,apf,1
191939,2021-05-05,apf,1
191939,2021-05-06,apf,1
191939,2021-05-07,apf,1
191939,2021-05-08,apf,1
191939,2021-05-09,apf,1
191939,2021-05-10,apf,1
191939,2021-05-11,apf,1
191939,2021-05-12,apf,2
191939,2021-05-15,apf,1
191939,2021-05-16,apf,1
191939,2021-05-17,apf,1
191939,2021-05-18,apf,1
191939,2021-05-19,apf,1
191939,2021-05-20,apf,1
191939,2021-05-21,apf,1
191939,2021-05-21,hires_j,1
191939,2021-05-29,apf,1
191939,2021-06-02,hires_j,1
191939,2021-06-05,apf,1
191939,2021-06-11,apf,1
191939,2021-06-12,hires_j,1
191939,2021-06-13,apf,1
191939,2021-06-15,apf,1
191939,2021-06-16,apf,1
191939,2021-06-16,hires_j,1
191939,2021-06-18,apf,1
191939,2021-06-19,apf,1
191939,2021-06-20,apf,1
191939,2021-06-22,apf,1
191939,2021-06-23,apf,1
191939,2021-06-24,apf,1
191939,2021-06-25,apf,1
191939,2021-06-26,apf,1
191939,2021-06-27,apf,1
191939,2021-06-28,apf,1
191939,2021-06-29,apf,1
191939,2021-06-30,apf,1
191939,2021-07-02,apf,1
191939,2021-07-03,apf,1
191939,2021-07-04,apf,1
191939,2021-07-04,hires_j,1
191939,2021-07-06,apf,1
191939,2021-07-07,apf,1
191939,2021-07-09,apf,1
191939,2021-07-10,apf,1
191939,2021-07-11,apf,1
191939,2021-07-11,hires_j,1
191939,2021-07-12,apf,1
191939,2021-07-13,apf,1
191939,2021-07-16,apf,1
191939,2021-07-16,hires_j,1
191939,2021-07-17,apf,1
191939,2021-07-18,apf,1
191939,2021-07-19,apf,1
191939,2021-07-20,apf,1
191939,2021-07-21,apf,1
191939,2021-07-22,apf,1
191939,2021-07-22,hires_j,1
191939,2021-07-23,apf,1
191939,2021-07-24,apf,1
191939,2021-07-25,apf,1
191939,2021-07-25,hires_j,1
191939,2021-07-26,apf,1
207897,2005-08-20,hires_j,1
207897,2006-08-14,hires_j,1
207897,2013-10-23,hires_j,1
207897,2015-08-02,hires_j,1
207897,2020-01-21,hires_j,1
207897,2020-06-02,apf,1
207897,2020-06-03,apf,1
207897,2020-06-03,hires_j,1
207897,2020-06-04,apf,1
207897,2020-06-05,apf,1
207897,2020-06-06,apf,1
207897,2020-06-07,hires_j,3
207897,2020-06-08,apf,1
207897,2020-06-09,apf,1
207897,2020-06-10,apf,1
207897,2020-06-11,apf,1
207897,2020-06-12,apf,1
207897,2020-06-16,apf,1
207897,2020-06-17,apf,1
207897,2020-06-18,apf,1
207897,2020-07-08,hires_j,1
207897,2020-07-09,apf,1
207897,2020-07-29,apf,1
207897,2020-08-17,hires_j,1
207897,2020-08-27,hires_j,1
207897,2020-08-28,hires_j,1
207897,2020-08-29,hires_j,1
207897,2020-08-30,hires_j,1
207897,2020-08-31,hires_j,1
207897,2020-09-02,hires_j,1
207897,2020-09-05,hires_j,1
207897,2020-09-07,hires_j,1
207897,2020-09-08,hires_j,1
207897,2020-09-09,hires_j,1
207897,2020-09-22,hires_j,1
207897,2020-09-26,hires_j,1
207897,2020-09-27,hires_j,1
207897,2020-09-28,hires_j,1
207897,2020-09-30,hires_j,1
207897,2020-10-01,hires_j,1
207897,2020-10-08,apf,1
207897,2020-10-20,hires_j,1
207897,2020-10-29,apf,1
207897,2020-10-31,hires_j,1
207897,2020-11-08,hires_j,1
207897,2020-11-25,apf,1
207897,2020-11-28,hires_j,1
207897,2020-12-04,hires_j,1
207897,2020-12-05,hires_j,1
207897,2020-12-06,hires_j,1
207897,2020-12-20,apf,1
207897,2021-01-09,apf,1
207897,2021-02-07,apf,1
207897,2021-02-28,apf,1
207897,2021-03-22,apf,1
207897,2021-04-11,apf,1
207897,2021-05-02,apf,1
207897,2021-05-21,apf,1
207897,2021-05-26,apf,1
207897,2021-06-02,hires_j,1
207897,2021-06-03,apf,1
207897,2021-06-03,hires_j,2
207897,2021-06-11,apf,1
207897,2021-06-16,hires_j,1
207897,2021-06-17,apf,1
207897,2021-06-18,hires_j,1
207897,2021-06-21,hires_j,1
207897,2021-06-22,apf,1
207897,2021-06-23,hires_j,1
207897,2021-06-24,hires_j,1
207897,2021-06-27,apf,1
207897,2021-07-02,apf,1
